price_datetime;price;price_promo;sku_status;sku_barcode;sku_article;sku_name;sku_category;sku_country;sku_weight_min;sku_volume_min;sku_quantity_min;sku_link;sku_images
22.25.57 2023-01-17;2208;;1;4607171540920up;z11920up;Четвероногий Гурман для Кошек Мясное Ассорти с Говядиной;Главная|Каталог|Товары и корма для кошек|Корм влажный для кошек|Четвероногий гурман|Мясное ассорти;Poccия;24х100г;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-koshek/korm_vlazhnyy_dlya_koshek/chetveronogiy-gurman/myasnoe-assorti/chetveronogiy_gurman_dlya_koshek_myasnoe_assorti_s_govyadinoy.html;['/upload/resize_cache/iblock/4ab/450_450_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/4ab/450_450_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/f8a/500_500_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/36f/500_500_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/43d/450_450_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg']
22.25.57 2023-01-17;2388;;1;4607171540159up;13344up;Четвероногий Гурман для Кошек Мясное Ассорти с Говядиной;Главная|Каталог|Товары и корма для кошек|Корм влажный для кошек|Четвероногий гурман|Мясное ассорти;Poccия;12х340г;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-koshek/korm_vlazhnyy_dlya_koshek/chetveronogiy-gurman/myasnoe-assorti/chetveronogiy_gurman_dlya_koshek_myasnoe_assorti_s_govyadinoy.html;['/upload/resize_cache/iblock/4ab/450_450_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/4ab/450_450_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/f8a/500_500_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/36f/500_500_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/43d/450_450_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg']
22.25.57 2023-01-17;192;182;1;4607171540159;13344;Четвероногий Гурман для Кошек Мясное Ассорти с Говядиной;Главная|Каталог|Товары и корма для кошек|Корм влажный для кошек|Четвероногий гурман|Мясное ассорти;Poccия;340г;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-koshek/korm_vlazhnyy_dlya_koshek/chetveronogiy-gurman/myasnoe-assorti/chetveronogiy_gurman_dlya_koshek_myasnoe_assorti_s_govyadinoy.html;['/upload/resize_cache/iblock/4ab/450_450_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/4ab/450_450_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/f8a/500_500_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/36f/500_500_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/43d/450_450_1dfc9401eed6705ea741f22b962e86776/CHetveronogiy-Gurman-dlya-Koshek-Myasnoe-Assorti-s-Govyadinoy-kupit-Zootovary.Ru.jpg']
22.25.57 2023-01-17;1611;;1;4607125695867up;z79203up;Оскар консервы для собак с Говядиной и Индейкой;Главная|Каталог|Товары и корма для собак|Корм влажный для собак|Оскар;Россия;9х750гр;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm_vlazhnyy_dlya_sobak/oskar/oskar_konservy_dlya_sobak_s_govyadinoy_i_indeykoy.html;['/upload/resize_cache/iblock/5dd/500_500_1dfc9401eed6705ea741f22b962e86776/Oskar-konservy-dlya-sobak-s-Govyadinoy-i-Indeykoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/5dd/500_500_1dfc9401eed6705ea741f22b962e86776/Oskar-konservy-dlya-sobak-s-Govyadinoy-i-Indeykoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/da1/500_500_1dfc9401eed6705ea741f22b962e86776/Oskar-konservy-dlya-sobak-s-Govyadinoy-i-Indeykoy-kupit-Zootovary.Ru.jpg']
22.25.57 2023-01-17;172;163;1;4607125695867;z79203;Оскар консервы для собак с Говядиной и Индейкой;Главная|Каталог|Товары и корма для собак|Корм влажный для собак|Оскар;Россия;750гр;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/korm_vlazhnyy_dlya_sobak/oskar/oskar_konservy_dlya_sobak_s_govyadinoy_i_indeykoy.html;['/upload/resize_cache/iblock/5dd/500_500_1dfc9401eed6705ea741f22b962e86776/Oskar-konservy-dlya-sobak-s-Govyadinoy-i-Indeykoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/5dd/500_500_1dfc9401eed6705ea741f22b962e86776/Oskar-konservy-dlya-sobak-s-Govyadinoy-i-Indeykoy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/da1/500_500_1dfc9401eed6705ea741f22b962e86776/Oskar-konservy-dlya-sobak-s-Govyadinoy-i-Indeykoy-kupit-Zootovary.Ru.jpg']
22.25.57 2023-01-17;276;262;1;4640000318284;z52158;ТитБит Лакомство для собак Ухо кроличье диетическое 15гр;Главная|Каталог|Товары и корма для собак|Лакомства|TiTBiT|Кролик;Россия;;;шт;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/lakomstva/titbit/krolik/titbit_lakomstvo_dlya_sobak_ukho_kroliche_dieticheskoe_15gr.html;['/upload/resize_cache/iblock/292/500_500_1dfc9401eed6705ea741f22b962e86776/TitBit-Lakomstvo-dlya-sobak-Ukho-kroliche-dieticheskoe-15gr-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/292/500_500_1dfc9401eed6705ea741f22b962e86776/TitBit-Lakomstvo-dlya-sobak-Ukho-kroliche-dieticheskoe-15gr-kupit-Zootovary.Ru.jpg']
22.25.58 2023-01-17;1148;;1;8711231125272;05377;Beaphar Cat Fernhalte Спрей Отпугивающий для Кошек, Антигадин 100 Мл 12527;Главная|Каталог|Товары и корма для кошек|Средства по уходу|Корректоры поведения;Нидерланды;;100мл.;;https://zootovary.ru/catalog/tovary-i-korma-dlya-koshek/sredstva-po-ukhodu/korrektory-povedeniya/beaphar_cat_fernhalte_sprey_otpugivayushchiy_dlya_koshek_antigadin_100_ml_12527.html;['/upload/resize_cache/iblock/f56/450_450_1dfc9401eed6705ea741f22b962e86776/Beaphar-Cat-Fernhalte-Sprey-Otpugivayushchiy-dlya-Koshek_-Antigadin-100-Ml-12527-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/f56/450_450_1dfc9401eed6705ea741f22b962e86776/Beaphar-Cat-Fernhalte-Sprey-Otpugivayushchiy-dlya-Koshek_-Antigadin-100-Ml-12527-kupit-Zootovary.Ru.jpg']
22.25.58 2023-01-17;773;734;0;4640011981941;z100224;ProBalance Sensitive Корм для кошек с Чувствительным пищеварением Курица/рис;Главная|Каталог|Товары и корма для кошек|Корм сухой для кошек|ProBalance;Poccия;1,8кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-koshek/korm_sukhoy_dlya_koshek/probalance/probalance_sensitive_korm_dlya_koshek_s_chuvstvitelnym_pishchevareniem_kuritsa_ris.html;['/upload/resize_cache/iblock/45a/500_500_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/45a/500_500_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/9c5/450_450_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/3e2/450_450_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg']
22.25.58 2023-01-17;4035;3833;1;4640011981408;z66944;ProBalance Sensitive Корм для кошек с Чувствительным пищеварением Курица/рис;Главная|Каталог|Товары и корма для кошек|Корм сухой для кошек|ProBalance;Poccия;10кг;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-koshek/korm_sukhoy_dlya_koshek/probalance/probalance_sensitive_korm_dlya_koshek_s_chuvstvitelnym_pishchevareniem_kuritsa_ris.html;['/upload/resize_cache/iblock/45a/500_500_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/45a/500_500_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/9c5/450_450_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/3e2/450_450_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg']
22.25.58 2023-01-17;186;177;1;4640011981286;z41824;ProBalance Sensitive Корм для кошек с Чувствительным пищеварением Курица/рис;Главная|Каталог|Товары и корма для кошек|Корм сухой для кошек|ProBalance;Poccия;400г;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-koshek/korm_sukhoy_dlya_koshek/probalance/probalance_sensitive_korm_dlya_koshek_s_chuvstvitelnym_pishchevareniem_kuritsa_ris.html;['/upload/resize_cache/iblock/45a/500_500_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/45a/500_500_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/9c5/450_450_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/3e2/450_450_1dfc9401eed6705ea741f22b962e86776/ris-kupit-Zootovary.Ru.jpg']
22.25.58 2023-01-17;625;;1;4004218189911;27938;TETRA Wafer Mini Mix - корм для всех донных рыб в виде меленьких чипсов;Главная|Каталог|Товары и корма для рыб|Корм Tetra|WaferMix;Германия;;100мл.;;https://zootovary.ru/catalog/tovary-i-korma-dlya-ryb/korm-tetra/wafermix/tetra_wafer_mini_mix_korm_dlya_vsekh_donnykh_ryb_v_vide_melenkikh_chipsov.html;['/upload/resize_cache/iblock/55f/450_450_1dfc9401eed6705ea741f22b962e86776/TETRA-Wafer-Mini-Mix-_-korm-dlya-vsekh-donnykh-ryb-v-vide-melenkikh-chipsov-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/55f/450_450_1dfc9401eed6705ea741f22b962e86776/TETRA-Wafer-Mini-Mix-_-korm-dlya-vsekh-donnykh-ryb-v-vide-melenkikh-chipsov-kupit-Zootovary.Ru.jpg']
22.25.58 2023-01-17;2916;;1;4650094045461up;z104973up;SOLID NATURA VET Gastrointestinal диета для кошек влажный;Главная|Каталог|Товары и корма для кошек|Корм лечебный для кошек|Solid Natura;Россия;12х340гр;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-koshek/korm_lechebnyy_dlya_koshek/solid-natura_1/solid_natura_vet_gastrointestinal_dieta_dlya_koshek_vlazhnyy.html;['/upload/resize_cache/iblock/5df/500_500_1dfc9401eed6705ea741f22b962e86776/SOLID-NATURA-VET-Gastrointestinal-dieta-dlya-koshek-vlazhnyy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/5df/500_500_1dfc9401eed6705ea741f22b962e86776/SOLID-NATURA-VET-Gastrointestinal-dieta-dlya-koshek-vlazhnyy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/133/500_500_1dfc9401eed6705ea741f22b962e86776/SOLID-NATURA-VET-Gastrointestinal-dieta-dlya-koshek-vlazhnyy-kupit-Zootovary.Ru.jpg']
22.25.58 2023-01-17;234;222;1;4650094045461;z104973;SOLID NATURA VET Gastrointestinal диета для кошек влажный;Главная|Каталог|Товары и корма для кошек|Корм лечебный для кошек|Solid Natura;Россия;340гр;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-koshek/korm_lechebnyy_dlya_koshek/solid-natura_1/solid_natura_vet_gastrointestinal_dieta_dlya_koshek_vlazhnyy.html;['/upload/resize_cache/iblock/5df/500_500_1dfc9401eed6705ea741f22b962e86776/SOLID-NATURA-VET-Gastrointestinal-dieta-dlya-koshek-vlazhnyy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/5df/500_500_1dfc9401eed6705ea741f22b962e86776/SOLID-NATURA-VET-Gastrointestinal-dieta-dlya-koshek-vlazhnyy-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/133/500_500_1dfc9401eed6705ea741f22b962e86776/SOLID-NATURA-VET-Gastrointestinal-dieta-dlya-koshek-vlazhnyy-kupit-Zootovary.Ru.jpg']
22.25.58 2023-01-17;305;290;0;8005852015815;56048;Schesir Консервы для Кошек Тунец с Дорадо Пауч;Главная|Каталог|Товары и корма для кошек|Корм влажный для кошек|Schesir|Паучи;Таиланд;100г;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-koshek/korm_vlazhnyy_dlya_koshek/schesir/pauchi/schesir_konservy_dlya_koshek_tunets_s_dorado_pauch.html;['/upload/resize_cache/iblock/63a/450_450_1dfc9401eed6705ea741f22b962e86776/Schesir-Konservy-dlya-Koshek-Tunets-s-Dorado-Pauch-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/63a/450_450_1dfc9401eed6705ea741f22b962e86776/Schesir-Konservy-dlya-Koshek-Tunets-s-Dorado-Pauch-kupit-Zootovary.Ru.jpg']
22.25.58 2023-01-17;611;580;1;4011905329413;z23966;TRIXIE Игрушка для собак Мяч `Dentafun` резина, 6 см, белый-зеленый 32941;Главная|Каталог|Товары и корма для собак|Игрушки|Мячи для собак;Китай;80г;;;https://zootovary.ru/catalog/tovary-i-korma-dlya-sobak/igrushki/myachi-dlya-sobak/trixie_igrushka_dlya_sobak_myach_dentafun_rezina_6_sm_belyy_zelenyy_32941.html;['/upload/resize_cache/iblock/537/450_450_1dfc9401eed6705ea741f22b962e86776/TRIXIE-Igrushka-dlya-sobak-Myach-_Dentafun_-rezina_-6-sm_-belyy_zelenyy-32941-kupit-Zootovary.Ru.jpg', '/upload/resize_cache/iblock/537/450_450_1dfc9401eed6705ea741f22b962e86776/TRIXIE-Igrushka-dlya-sobak-Myach-_Dentafun_-rezina_-6-sm_-belyy_zelenyy-32941-kupit-Zootovary.Ru.jpg']
